Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2014,2014,2014,6,1,2,Export,392,Japan,JPN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1381,1381,9806,0
H4,2014,2014,2014,6,1,1,Import,398,Kazakhstan,KAZ,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,52114,52114,343862,0
H4,2014,2014,2014,6,1,2,Export,398,Kazakhstan,KAZ,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1391,1391,10040,0
H4,2014,2014,2014,6,1,1,Import,400,Jordan,JOR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,13200794,13200794,36903051,0
H4,2014,2014,2014,6,1,2,Export,400,Jordan,JOR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,2283435,2283435,5381083,0
H4,2014,2014,2014,6,1,3,Re-Export,400,Jordan,JOR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,2283435,2283435,5381083,0
H4,2014,2014,2014,6,1,1,Import,428,Latvia,LVA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,3640549,3640549,12241046,0
H4,2014,2014,2014,6,1,2,Export,428,Latvia,LVA,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,98808,98808,697624,0
H4,2014,2014,2014,6,1,1,Import,440,Lithuania,LTU,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,625767,625767,3173498,0
H4,2014,2014,2014,6,1,2,Export,440,Lithuania,LTU,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,126515,126515,823093,0
H4,2014,2014,2014,6,1,1,Import,442,Luxembourg,LUX,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,572407,572407,3276948,0
H4,2014,2014,2014,6,1,2,Export,442,Luxembourg,LUX,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,46743,46743,710480,0
H4,2014,2014,2014,6,1,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,396410,396410,1350494,0
H4,2014,2014,2014,6,1,1,Import,458,Malaysia,MYS,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,77068381,77068381,191910279,0
H4,2014,2014,2014,6,1,2,Export,458,Malaysia,MYS,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1171542,1171542,4011602,0
H4,2014,2014,2014,6,1,1,Import,462,Maldives,MDV,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,11664,11664,69351,0
H4,2014,2014,2014,6,1,1,Import,470,Malta,MLT,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,28269,28269,140407,0
H4,2014,2014,2014,6,1,2,Export,470,Malta,MLT,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,450,450,32459,0
H4,2014,2014,2014,6,1,1,Import,480,Mauritius,MUS,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,87945,87945,337260,0
H4,2014,2014,2014,6,1,2,Export,480,Mauritius,MUS,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,35,35,162,0
H4,2014,2014,2014,6,1,3,Re-Export,480,Mauritius,MUS,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,35,35,162,0
H4,2014,2014,2014,6,1,1,Import,484,Mexico,MEX,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,29794859,29794859,91113105,0
H4,2014,2014,2014,6,1,2,Export,484,Mexico,MEX,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,86593926,86593926,319204362,0
H4,2014,2014,2014,6,1,1,Import,499,Montenegro,MNE,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,3161966,3161966,6766501,0
H4,2014,2014,2014,6,1,2,Export,499,Montenegro,MNE,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1065,1065,18245,0
H4,2014,2014,2014,6,1,1,Import,512,Oman,OMN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,3179582,3179582,8266153,0
H4,2014,2014,2014,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,149668573,149668573,484137016,0
H4,2014,2014,2014,6,1,2,Export,528,Netherlands,NLD,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,16616245,16616245,69044287,0
H4,2014,2014,2014,6,1,1,Import,540,New Caledonia,NCL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,329659,329659,1277142,0
H4,2014,2014,2014,6,1,2,Export,540,New Caledonia,NCL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,60,60,4006,0
H4,2014,2014,2014,6,1,1,Import,554,New Zealand,NZL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,10895804,10895804,45748782,0
H4,2014,2014,2014,6,1,2,Export,554,New Zealand,NZL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,123936,123936,839304,0
H4,2014,2014,2014,6,1,3,Re-Export,554,New Zealand,NZL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,83988,83988,440041,0
H4,2014,2014,2014,6,1,1,Import,558,Nicaragua,NIC,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,524129,524129,1144506,0
H4,2014,2014,2014,6,1,2,Export,558,Nicaragua,NIC,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,112496617,112496617,395555700,0
H4,2014,2014,2014,6,1,1,Import,579,Norway,NOR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,32411072,32411072,128422783,0
H4,2014,2014,2014,6,1,2,Export,579,Norway,NOR,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,175077,175077,1084417,0
H4,2014,2014,2014,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,34,34,133,0
H4,2014,2014,2014,6,1,1,Import,591,Panama,PAN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1232653,1232653,2661127,0
H4,2014,2014,2014,6,1,2,Export,591,Panama,PAN,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,1865929,1865929,8342384,0
H4,2014,2014,2014,6,1,1,Import,600,Paraguay,PRY,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,616920,616920,1400101,0
H4,2014,2014,2014,6,1,2,Export,600,Paraguay,PRY,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,920,920,2109,0
H4,2014,2014,2014,6,1,1,Import,604,Peru,PER,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,2500,2500,6983,0
H4,2014,2014,2014,6,1,2,Export,604,Peru,PER,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,181983512,181983512,732485217,0
H4,2014,2014,2014,6,1,1,Import,616,Poland,POL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,78128846,78128846,199947040,6
H4,2014,2014,2014,6,1,2,Export,616,Poland,POL,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,2276762,2276762,8745093,6
H4,2014,2014,2014,6,1,1,Import,620,Portugal,PRT,0,World,WLD,090111,"Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",8,Weight in kilograms,46891939,46891939,126238046,6
